customer_id,segment_name,recency_days,frequency_180d,monetary_180d,ticket_count_90d,abandoned_carts_30d
CUST00533,Discount-Sensitive,4,1,149.0,1,1
CUST00534,At-Risk Customers,74,2,1020.2,0,0
CUST00535,Dormant Customers,138,1,192.93,0,0
CUST00536,Champions,55,4,4432.75,0,4
CUST00537,Discount-Sensitive,2,1,447.58,0,1
CUST00538,At-Risk Customers,70,2,1306.09,0,1
CUST00539,Champions,65,3,4301.82,0,0
CUST00540,Loyal Customers,56,2,718.07,0,0
CUST00541,At-Risk Customers,132,4,2894.17,0,0
CUST00542,Loyal Customers,54,1,576.88,0,0
CUST00543,Dormant Customers,197,0,0.0,0,0
CUST00544,Discount-Sensitive,85,1,757.57,0,1
CUST00545,Discount-Sensitive,1,1,603.57,1,2
CUST00546,Champions,3,2,2127.37,0,3
CUST00547,Loyal Customers,39,1,1001.24,1,0
CUST00548,Discount-Sensitive,165,1,858.7,0,2
CUST00549,At-Risk Customers,132,2,1035.57,0,0
CUST00550,Loyal Customers,11,1,525.8,0,0
CUST00551,Discount-Sensitive,25,1,470.34,0,3
CUST00552,Discount-Sensitive,4,1,567.45,0,1
CUST00553,Dormant Customers,293,0,0.0,0,0
CUST00554,Loyal Customers,7,2,750.58,0,2
CUST00555,Champions,45,2,1122.75,1,0
CUST00556,Loyal Customers,26,1,936.16,1,0
CUST00557,Champions,16,2,977.03,0,4
CUST00558,Discount-Sensitive,399,0,0.0,0,1
CUST00559,Loyal Customers,1,1,469.57,0,0
CUST00560,Dormant Customers,231,0,0.0,0,0
CUST00561,Discount-Sensitive,4,1,256.33,1,2
CUST00562,Dormant Customers,259,0,0.0,0,0
CUST00563,Dormant Customers,105,1,463.49,0,0
CUST00564,Discount-Sensitive,130,1,584.7,0,1
CUST00565,Discount-Sensitive,39,1,275.55,0,1
CUST00566,Discount-Sensitive,22,1,657.76,0,1
CUST00567,Champions,3,2,1674.78,0,0
CUST00568,Discount-Sensitive,34,1,482.12,0,1
CUST00569,Discount-Sensitive,113,1,430.0,0,2
CUST00570,Loyal Customers,168,1,976.72,0,0
CUST00571,Loyal Customers,32,1,598.14,1,0
CUST00572,Champions,51,4,2434.63,0,0
CUST00573,At-Risk Customers,125,3,1879.54,0,0
CUST00574,Champions,5,6,5505.69,0,0
CUST00575,Discount-Sensitive,83,1,548.72,1,1
CUST00576,Discount-Sensitive,46,1,470.46,0,1
CUST00577,At-Risk Customers,72,2,1058.36,0,0
CUST00578,Dormant Customers,376,0,0.0,0,0
CUST00579,Loyal Customers,10,1,301.68,0,0
CUST00580,Dormant Customers,74,1,713.84,0,0
CUST00581,At-Risk Customers,76,2,1527.79,0,0
CUST00582,Discount-Sensitive,286,0,0.0,0,1
CUST00583,Dormant Customers,263,0,0.0,0,0
CUST00584,Discount-Sensitive,83,1,591.05,0,1
CUST00585,At-Risk Customers,113,2,967.27,0,1
CUST00586,Dormant Customers,128,1,371.62,0,0
CUST00587,Discount-Sensitive,18,1,275.79,0,1
CUST00588,Dormant Customers,76,1,649.95,0,0
CUST00589,Dormant Customers,71,1,479.6,1,0
CUST00590,Dormant Customers,140,1,515.92,0,0
CUST00591,Dormant Customers,69,1,865.39,0,0
CUST00592,Discount-Sensitive,20,1,627.36,0,1
CUST00593,Champions,29,4,2441.17,1,1
CUST00594,Dormant Customers,91,1,448.78,0,0
CUST00595,Champions,20,3,1431.75,0,2
CUST00596,Discount-Sensitive,50,1,503.66,1,1
CUST00597,Loyal Customers,52,1,1256.0,1,0
CUST00598,Discount-Sensitive,7,1,545.96,0,1
CUST00599,At-Risk Customers,169,2,2008.74,0,1
CUST00600,Dormant Customers,263,0,0.0,0,0
CUST00601,Discount-Sensitive,70,1,537.85,0,2
CUST00602,Discount-Sensitive,91,1,171.18,0,1
CUST00603,High-Value but Unhappy,10,6,3515.31,2,0
CUST00604,Dormant Customers,90,1,761.72,0,0
CUST00605,At-Risk Customers,160,2,1049.15,0,2
CUST00606,Dormant Customers,120,1,240.15,0,0
CUST00607,Discount-Sensitive,249,0,0.0,0,1
CUST00608,Champions,27,2,1397.1,1,1
CUST00609,Champions,6,5,4581.16,0,1
CUST00610,Champions,22,3,3213.04,1,3
CUST00611,Discount-Sensitive,235,0,0.0,0,1
CUST00612,Champions,48,2,2120.98,0,1
CUST00613,High-Value but Unhappy,4,4,2969.31,2,3
CUST00614,Dormant Customers,196,0,0.0,0,0
CUST00615,Discount-Sensitive,34,1,446.03,1,1
CUST00616,Champions,36,2,1139.91,1,1
CUST00617,Champions,14,6,4116.99,0,1
CUST00618,At-Risk Customers,92,2,1570.53,0,0
CUST00619,Champions,2,2,925.36,0,2
CUST00620,Discount-Sensitive,90,1,449.48,1,3
CUST00621,Discount-Sensitive,92,1,348.53,0,1
CUST00622,Loyal Customers,180,1,1369.13,0,0
CUST00623,At-Risk Customers,108,4,1945.71,0,1
CUST00624,Discount-Sensitive,232,0,0.0,0,1
CUST00625,Champions,66,3,1716.26,0,1
CUST00626,Champions,9,2,1214.38,1,3
CUST00627,Dormant Customers,75,1,403.11,0,0
CUST00628,Discount-Sensitive,59,1,232.57,1,1
CUST00629,Loyal Customers,44,1,442.4,0,0
CUST00630,At-Risk Customers,93,2,1967.63,0,5
CUST00631,At-Risk Customers,68,3,1238.87,0,0
CUST00632,Discount-Sensitive,61,1,1078.63,0,1
CUST00633,Loyal Customers,33,1,1619.36,0,0
CUST00634,Loyal Customers,118,2,727.14,0,0
CUST00635,Loyal Customers,134,1,1016.46,0,0
CUST00636,At-Risk Customers,72,2,2158.95,0,0
CUST00637,Loyal Customers,60,1,928.75,0,0
CUST00638,Dormant Customers,173,1,300.91,0,0
CUST00639,Dormant Customers,369,0,0.0,0,0
CUST00640,Dormant Customers,130,1,641.86,0,0
CUST00641,Champions,35,3,1518.18,0,1
CUST00642,Champions,18,3,1654.45,0,0
CUST00643,Discount-Sensitive,155,1,1091.34,0,2
CUST00644,Loyal Customers,78,2,715.36,0,0
CUST00645,Dormant Customers,252,0,0.0,0,0
CUST00646,Dormant Customers,117,1,624.08,0,0
CUST00647,Discount-Sensitive,64,1,507.52,1,1
CUST00648,Discount-Sensitive,31,1,1298.17,0,1
CUST00649,Discount-Sensitive,124,1,364.41,0,2
CUST00650,Champions,59,2,2193.25,0,0
CUST00651,Champions,34,2,2189.98,0,0
CUST00652,At-Risk Customers,75,2,2138.43,0,1
CUST00653,Champions,32,2,2037.83,0,0
CUST00654,High-Value but Unhappy,8,4,4671.99,2,2
CUST00655,Dormant Customers,79,1,631.53,0,0
CUST00656,At-Risk Customers,67,2,1360.96,0,2
CUST00657,Loyal Customers,63,2,674.97,1,1
CUST00658,Discount-Sensitive,219,0,0.0,0,1
CUST00659,Discount-Sensitive,16,1,883.27,0,4
CUST00660,Loyal Customers,43,1,573.43,0,0
CUST00661,Dormant Customers,180,1,415.44,0,0
CUST00662,Dormant Customers,124,1,852.96,0,0
CUST00663,Champions,64,3,1861.9,0,1
CUST00664,Loyal Customers,20,1,237.27,1,0
CUST00665,Champions,35,3,1936.8,1,0
CUST00666,Loyal Customers,3,1,540.99,1,0
CUST00667,Champions,25,2,1406.34,0,1
CUST00668,Champions,42,2,952.41,0,1
CUST00669,Champions,57,3,2774.76,0,0
CUST00670,Dormant Customers,242,0,0.0,0,0
CUST00671,Champions,2,3,2568.33,0,2
CUST00672,Discount-Sensitive,141,1,434.37,0,2
CUST00673,Loyal Customers,118,1,1297.2,0,0
CUST00674,Champions,56,5,2521.51,0,1
CUST00675,At-Risk Customers,130,2,4218.15,0,1
CUST00676,Discount-Sensitive,6,1,714.17,1,1
CUST00677,Loyal Customers,6,1,291.61,0,0
CUST00678,Dormant Customers,196,0,0.0,0,0
CUST00679,At-Risk Customers,83,3,2474.75,0,0
CUST00680,Discount-Sensitive,215,0,0.0,0,1
CUST00681,Dormant Customers,211,0,0.0,0,0
CUST00682,Loyal Customers,19,1,1238.23,1,0
CUST00683,Champions,0,3,3422.7,1,2
CUST00684,Dormant Customers,140,1,547.13,0,0
CUST00685,Discount-Sensitive,2,1,1158.09,0,1
CUST00686,Discount-Sensitive,127,1,318.48,0,3
CUST00687,At-Risk Customers,117,3,2804.77,0,0
CUST00688,Champions,13,4,2214.44,1,0
CUST00689,At-Risk Customers,70,4,4514.31,0,4
CUST00690,Champions,4,3,3098.92,0,1
CUST00691,Champions,61,2,1222.65,0,4
CUST00692,Loyal Customers,58,1,269.14,0,0
CUST00693,Dormant Customers,147,1,804.56,0,0
CUST00694,Discount-Sensitive,74,1,345.14,0,2
CUST00695,Discount-Sensitive,198,0,0.0,0,1
CUST00696,Loyal Customers,40,2,796.15,0,0
CUST00697,Dormant Customers,247,0,0.0,0,0
CUST00698,High-Value but Unhappy,14,3,2572.72,2,2
CUST00699,Champions,47,4,2191.51,0,0
CUST00700,Loyal Customers,49,1,345.91,0,0
CUST00701,Discount-Sensitive,122,1,892.63,0,1
CUST00702,Dormant Customers,77,1,357.55,1,0
CUST00703,Dormant Customers,104,1,360.06,0,0
CUST00704,Champions,22,2,1084.34,0,3
CUST00705,Loyal Customers,12,1,872.61,1,0
CUST00706,Loyal Customers,2,1,439.07,0,0
CUST00707,Discount-Sensitive,189,0,0.0,0,3
CUST00708,Champions,45,4,2683.09,1,0
CUST00709,Loyal Customers,129,1,1966.47,0,0
CUST00710,Champions,16,4,2426.17,0,1
CUST00711,Champions,19,5,4117.05,1,2
CUST00712,Discount-Sensitive,4,1,676.24,0,1
CUST00713,High-Value but Unhappy,3,4,3625.93,2,1
CUST00714,Champions,40,3,1036.94,1,0
CUST00715,Champions,25,3,954.63,0,0
CUST00716,Champions,6,3,1449.24,1,1
CUST00717,Discount-Sensitive,0,1,884.85,0,1
CUST00718,Discount-Sensitive,117,1,348.64,0,1
CUST00719,Discount-Sensitive,168,1,461.68,0,1
CUST00720,Dormant Customers,291,0,0.0,0,0
CUST00721,Discount-Sensitive,14,1,1856.99,0,1
CUST00722,Loyal Customers,30,1,256.54,1,0
CUST00723,Discount-Sensitive,69,1,546.81,0,1
CUST00724,Champions,8,2,1014.94,0,1
CUST00725,At-Risk Customers,141,2,950.51,0,0
CUST00726,At-Risk Customers,98,4,4849.51,0,3
CUST00727,Champions,8,4,2696.01,0,1
CUST00728,Loyal Customers,66,1,396.38,1,0
CUST00729,Loyal Customers,140,1,1324.83,0,0
CUST00730,Dormant Customers,232,0,0.0,0,0
CUST00731,Discount-Sensitive,136,1,433.67,0,1
CUST00732,Discount-Sensitive,6,1,402.61,1,1
CUST00733,Loyal Customers,66,1,376.53,0,0
CUST00734,At-Risk Customers,89,2,2020.81,0,2
CUST00735,Champions,12,2,1244.28,0,0
CUST00736,Champions,66,3,1727.68,0,0
CUST00737,Loyal Customers,24,1,872.88,0,0
CUST00738,Discount-Sensitive,78,1,545.24,1,1
CUST00739,Discount-Sensitive,24,1,1047.95,0,1
CUST00740,Discount-Sensitive,261,0,0.0,0,1
CUST00741,Dormant Customers,225,0,0.0,0,0
CUST00742,Discount-Sensitive,49,1,441.54,0,1
CUST00743,Loyal Customers,1,1,1124.66,0,0
CUST00744,Champions,65,2,1108.58,0,1
CUST00745,Discount-Sensitive,1,1,1077.53,0,1
CUST00746,Dormant Customers,177,1,352.33,0,0
CUST00747,Discount-Sensitive,11,1,1123.87,1,2
CUST00748,Champions,58,3,2603.35,0,1
CUST00749,Discount-Sensitive,11,1,872.34,0,1
CUST00750,Champions,49,2,962.3,0,1
CUST00751,Discount-Sensitive,15,1,657.24,0,1
CUST00752,At-Risk Customers,97,2,1319.55,0,0
CUST00753,Discount-Sensitive,143,1,1093.17,0,3
CUST00754,Champions,37,2,3639.05,0,1
CUST00755,Discount-Sensitive,200,0,0.0,0,1
CUST00756,Dormant Customers,113,1,329.74,0,0
CUST00757,Discount-Sensitive,8,1,481.24,0,1
CUST00758,At-Risk Customers,78,3,1129.62,0,1
CUST00759,Champions,38,2,1562.24,0,0
CUST00760,Dormant Customers,162,1,368.74,0,0
CUST00761,Dormant Customers,193,0,0.0,0,0
CUST00762,Champions,46,2,2784.57,0,0
CUST00763,Dormant Customers,188,0,0.0,0,0
CUST00764,Champions,23,2,1414.13,0,1
CUST00765,At-Risk Customers,98,2,2264.58,0,1
CUST00766,Dormant Customers,166,1,389.83,0,0
CUST00767,Dormant Customers,75,1,468.97,1,0
CUST00768,Champions,21,2,1483.56,1,0
CUST00769,Champions,18,2,971.74,0,0
CUST00770,Champions,27,3,2711.16,1,1
CUST00771,Dormant Customers,90,1,456.76,1,0
CUST00772,Discount-Sensitive,190,0,0.0,0,1
CUST00773,Dormant Customers,71,1,658.94,0,0
CUST00774,Dormant Customers,101,1,364.21,0,0
CUST00775,Loyal Customers,23,1,1298.92,0,0
CUST00776,Dormant Customers,135,1,547.9,0,0
CUST00777,Loyal Customers,10,1,720.41,0,0
CUST00778,Dormant Customers,331,0,0.0,0,0
CUST00779,Loyal Customers,6,1,416.15,0,0
CUST00780,High-Value but Unhappy,36,4,3232.4,2,3
CUST00781,Loyal Customers,49,1,442.8,0,0
CUST00782,Dormant Customers,194,0,0.0,0,0
CUST00783,Dormant Customers,232,0,0.0,0,0
CUST00784,Champions,45,2,1269.12,0,2
CUST00785,Champions,11,3,1464.91,0,1
CUST00786,Loyal Customers,150,1,1030.43,0,0
CUST00787,Champions,48,3,2376.36,0,1
CUST00788,Discount-Sensitive,49,1,1408.44,0,1
CUST00789,Loyal Customers,55,1,753.6,0,0
CUST00790,Discount-Sensitive,78,1,458.83,1,1
CUST00791,Dormant Customers,230,0,0.0,0,0
CUST00792,Loyal Customers,148,1,1395.21,0,0
CUST00793,Loyal Customers,113,1,1730.51,0,0
CUST00794,Dormant Customers,171,1,413.58,0,0
CUST00795,At-Risk Customers,138,2,2258.74,0,0
CUST00796,Discount-Sensitive,151,1,1622.25,0,2
CUST00797,Discount-Sensitive,9,1,408.27,0,1
CUST00798,Champions,57,2,1507.09,0,2
CUST00799,Loyal Customers,56,2,738.93,0,0
CUST00800,Champions,12,5,5040.63,0,2
CUST00801,At-Risk Customers,76,2,1510.24,1,0
CUST00802,Dormant Customers,201,0,0.0,0,0
CUST00803,Champions,53,2,2106.41,0,0
CUST00804,Discount-Sensitive,14,1,969.91,0,1
CUST00805,Discount-Sensitive,41,1,780.79,0,3
CUST00806,Discount-Sensitive,21,1,976.95,0,1
CUST00807,Dormant Customers,112,1,594.61,0,0
CUST00808,Discount-Sensitive,53,1,444.73,1,1
CUST00809,Champions,22,3,1886.26,1,1
CUST00810,Dormant Customers,217,0,0.0,0,0
CUST00811,Discount-Sensitive,184,0,0.0,0,1
CUST00812,Dormant Customers,189,0,0.0,0,0
CUST00813,Champions,5,4,3695.8,1,1
CUST00814,At-Risk Customers,88,2,3500.93,0,3
CUST00815,At-Risk Customers,137,2,2569.54,0,0
CUST00816,Champions,59,2,2688.92,1,1
CUST00817,Champions,9,7,6352.75,0,1
CUST00818,Loyal Customers,147,1,988.84,0,0
CUST00819,Champions,28,4,2164.49,0,1
CUST00820,Dormant Customers,189,0,0.0,0,0
CUST00821,Dormant Customers,94,1,409.56,1,0
CUST00822,At-Risk Customers,76,3,1713.47,1,1
CUST00823,Loyal Customers,146,2,546.33,0,0
CUST00824,Discount-Sensitive,4,1,446.93,0,1
CUST00825,Dormant Customers,97,1,410.77,0,0
CUST00826,At-Risk Customers,158,2,2063.86,0,2
CUST00827,Loyal Customers,57,1,1699.04,0,0
CUST00828,Discount-Sensitive,90,1,355.91,0,1
CUST00829,Champions,62,4,3162.52,0,0
CUST00830,Champions,19,2,1150.55,0,1
CUST00831,High-Value but Unhappy,6,2,994.83,2,2
CUST00832,Discount-Sensitive,0,1,716.8,0,1
CUST00833,Discount-Sensitive,67,1,1142.84,0,1
CUST00834,Loyal Customers,2,1,971.01,0,0
CUST00835,At-Risk Customers,157,3,1837.3,0,3
CUST00836,Champions,9,2,1640.21,0,2
CUST00837,Champions,15,2,1476.76,0,0
CUST00838,Discount-Sensitive,9,1,402.67,1,1
CUST00839,Loyal Customers,162,2,860.28,0,0
CUST00840,Champions,58,3,3328.28,0,1
CUST00841,At-Risk Customers,99,6,5236.09,0,0
CUST00842,At-Risk Customers,71,2,1823.97,1,0
CUST00843,Loyal Customers,45,1,803.69,1,0
CUST00844,Loyal Customers,19,1,410.24,0,0
CUST00845,Dormant Customers,96,1,777.67,1,0
CUST00846,Champions,41,3,1899.26,1,3
CUST00847,Discount-Sensitive,4,1,1420.5,0,1
CUST00848,Discount-Sensitive,4,1,547.18,0,1
CUST00849,Champions,6,4,2776.86,0,1
CUST00850,Champions,7,2,2278.03,1,1
CUST00851,Discount-Sensitive,0,1,822.7,0,1
CUST00852,Champions,66,2,935.26,0,0
CUST00853,Discount-Sensitive,61,1,318.94,1,1
CUST00854,Dormant Customers,279,0,0.0,0,0
CUST00855,Dormant Customers,292,0,0.0,0,0
CUST00856,Loyal Customers,135,1,2235.84,0,0
CUST00857,At-Risk Customers,67,2,1852.15,1,0
CUST00858,At-Risk Customers,90,2,1268.61,0,0
CUST00859,Discount-Sensitive,169,1,769.89,0,1
CUST00860,Loyal Customers,79,1,1472.26,1,0
CUST00861,Dormant Customers,170,1,798.67,0,0
CUST00862,Dormant Customers,453,0,0.0,0,0
CUST00863,Champions,25,2,1710.22,0,1
CUST00864,Dormant Customers,138,1,316.53,0,0
CUST00865,Champions,50,2,1503.11,1,1
CUST00866,Discount-Sensitive,26,1,1280.71,0,1
CUST00867,Discount-Sensitive,15,1,424.64,1,1
CUST00868,Discount-Sensitive,20,1,832.57,0,1
CUST00869,At-Risk Customers,93,3,1700.01,0,0
CUST00870,At-Risk Customers,86,3,2224.05,0,2
CUST00871,At-Risk Customers,122,3,1703.85,0,1
CUST00872,Discount-Sensitive,125,1,799.03,0,2
CUST00873,Champions,3,2,1994.21,0,0
CUST00874,Discount-Sensitive,21,1,511.56,0,1
CUST00875,Loyal Customers,30,1,363.1,0,0
CUST00876,Champions,36,2,938.71,1,1
CUST00877,Loyal Customers,63,2,831.49,0,0
CUST00878,At-Risk Customers,134,2,2578.68,0,2
CUST00879,At-Risk Customers,155,2,2576.47,0,0
CUST00880,Champions,16,3,1801.75,0,2
CUST00881,Loyal Customers,4,1,1185.63,0,0
CUST00882,Loyal Customers,85,2,894.79,1,1
CUST00883,At-Risk Customers,126,2,4600.78,0,0
CUST00884,Dormant Customers,271,0,0.0,0,0
CUST00885,Champions,31,2,1199.0,0,1
CUST00886,Discount-Sensitive,1,1,304.87,0,1
CUST00887,Loyal Customers,9,1,1399.24,0,0
CUST00888,Loyal Customers,108,1,1200.57,0,0
CUST00889,Champions,44,2,1597.41,0,0
CUST00890,Loyal Customers,24,1,631.59,1,0
CUST00891,Champions,13,2,1207.62,0,0
CUST00892,Discount-Sensitive,9,1,360.98,0,1
CUST00893,Dormant Customers,99,1,563.11,0,0
CUST00894,Champions,25,2,1903.85,1,1
CUST00895,Discount-Sensitive,54,1,168.81,1,1
CUST00896,Champions,10,5,2728.69,1,1
CUST00897,Discount-Sensitive,13,1,584.95,0,1
CUST00898,Discount-Sensitive,339,0,0.0,0,1
CUST00899,Dormant Customers,187,0,0.0,0,0
CUST00900,Champions,58,2,1242.65,1,0
CUST00901,High-Value but Unhappy,35,3,1694.62,2,2
CUST00902,Discount-Sensitive,6,1,1318.64,0,1
CUST00903,Discount-Sensitive,42,1,632.18,1,3
CUST00904,Champions,41,4,3412.27,0,3
CUST00905,Champions,30,2,1971.87,0,0
CUST00906,Champions,38,2,1449.41,0,0
CUST00907,Discount-Sensitive,220,0,0.0,0,1
CUST00908,Champions,27,2,2799.02,1,1
CUST00909,Dormant Customers,185,0,0.0,0,0
CUST00910,Loyal Customers,127,1,1239.32,0,0
CUST00911,Champions,30,4,2586.44,0,1
CUST00912,Loyal Customers,138,1,1252.31,0,0
CUST00913,Dormant Customers,183,0,0.0,0,0
CUST00914,Champions,36,2,1175.85,0,0
CUST00915,Dormant Customers,113,1,600.29,0,0
CUST00916,Champions,20,2,1344.17,1,1
CUST00917,Dormant Customers,286,0,0.0,0,0
CUST00918,Dormant Customers,236,0,0.0,0,0
CUST00919,Champions,10,2,1976.34,1,1
CUST00920,Loyal Customers,66,1,761.95,1,0
CUST00921,Dormant Customers,195,0,0.0,0,0
CUST00922,Loyal Customers,11,1,1131.6,0,0
CUST00923,Champions,57,2,1201.76,1,1
CUST00924,Loyal Customers,44,1,1642.68,0,0
CUST00925,Discount-Sensitive,44,1,464.59,1,1
CUST00926,Champions,1,3,1704.96,1,0
CUST00927,Dormant Customers,343,0,0.0,0,0
CUST00928,Dormant Customers,229,0,0.0,0,0
CUST00929,Discount-Sensitive,43,1,325.51,0,2
CUST00930,Champions,59,4,2336.49,1,1
CUST00931,Discount-Sensitive,30,1,1030.44,0,1
CUST00932,Discount-Sensitive,83,1,688.68,1,1
CUST00933,Dormant Customers,205,0,0.0,0,0
CUST00934,Loyal Customers,44,1,664.65,1,0
CUST00935,Champions,28,5,3594.4,0,1
CUST00936,Discount-Sensitive,35,1,1697.0,1,1
CUST00937,At-Risk Customers,126,2,1039.65,0,0
CUST00938,Loyal Customers,26,1,1882.4,1,0
CUST00939,Discount-Sensitive,9,1,560.91,0,1
CUST00940,Dormant Customers,236,0,0.0,0,0
CUST00941,Dormant Customers,183,0,0.0,0,0
CUST00942,Discount-Sensitive,7,1,407.18,1,1
CUST00943,Dormant Customers,346,0,0.0,0,0
CUST00944,Dormant Customers,74,1,630.93,1,0
CUST00945,Loyal Customers,4,1,1143.18,0,0
CUST00946,Dormant Customers,173,1,542.29,0,0
CUST00947,Champions,41,3,1553.36,0,0
CUST00948,Discount-Sensitive,79,1,923.64,0,1
CUST00949,Dormant Customers,130,1,610.5,0,0
CUST00950,Dormant Customers,209,0,0.0,0,0
CUST00951,Discount-Sensitive,62,1,602.19,0,1
CUST00952,Champions,42,4,3262.96,0,4
CUST00953,Champions,9,3,1925.94,0,1
CUST00954,Loyal Customers,25,2,769.86,0,2
CUST00955,Loyal Customers,63,2,748.92,0,0
CUST00956,Champions,31,2,2241.69,1,0
CUST00957,Champions,37,2,1174.32,0,1
CUST00958,At-Risk Customers,160,2,1033.42,0,1
CUST00959,Loyal Customers,63,2,644.14,0,0
CUST00960,Loyal Customers,146,1,1599.13,0,0
CUST00961,At-Risk Customers,151,2,1378.71,0,0
CUST00962,Discount-Sensitive,22,1,349.41,1,1
CUST00963,Discount-Sensitive,103,1,641.2,0,1
CUST00964,Dormant Customers,219,0,0.0,0,0
CUST00965,Loyal Customers,8,2,507.14,2,0
CUST00966,Discount-Sensitive,40,1,2196.79,1,1
CUST00967,Dormant Customers,218,0,0.0,0,0
CUST00968,Discount-Sensitive,98,1,551.82,1,1
CUST00969,Champions,31,2,1233.07,0,1
CUST00970,Discount-Sensitive,188,0,0.0,0,1
CUST00971,Champions,62,4,2566.58,0,1
CUST00972,Discount-Sensitive,64,1,1679.36,0,1
CUST00973,Loyal Customers,22,2,908.68,0,1
CUST00974,At-Risk Customers,79,3,3016.38,0,2
CUST00975,Discount-Sensitive,50,1,538.78,0,1
CUST00976,Discount-Sensitive,5,1,565.07,0,2
CUST00977,Champions,5,2,1375.45,0,0
CUST00978,Dormant Customers,307,0,0.0,0,0
CUST00979,Dormant Customers,103,1,699.31,0,0
CUST00980,Dormant Customers,81,1,492.33,0,0
CUST00981,At-Risk Customers,103,2,1804.73,0,2
CUST00982,At-Risk Customers,90,4,1862.89,0,1
CUST00983,Dormant Customers,256,0,0.0,0,0
CUST00984,Champions,44,2,1055.25,0,0
CUST00985,Dormant Customers,85,1,734.6,1,0
CUST00986,Champions,62,2,1068.02,0,0
CUST00987,Loyal Customers,7,1,1720.99,1,0
CUST00988,Champions,3,5,3639.98,0,0
CUST00989,At-Risk Customers,158,2,934.14,0,0
CUST00990,At-Risk Customers,167,3,3332.24,0,1
CUST00991,Champions,41,3,3874.42,0,1
CUST00992,Discount-Sensitive,272,0,0.0,0,1
CUST00993,Loyal Customers,164,1,1246.69,0,0
CUST00994,Champions,52,2,2173.23,0,2
CUST00995,Dormant Customers,159,1,538.57,0,0
CUST00996,Champions,8,5,2250.83,1,1
CUST00997,Discount-Sensitive,180,1,325.85,0,1
CUST00998,Champions,63,3,3005.34,0,1
CUST00999,Loyal Customers,148,1,1000.1,0,0
CUST01000,Loyal Customers,52,2,746.93,0,0
CUST01001,Dormant Customers,313,0,0.0,0,0
CUST01002,At-Risk Customers,71,2,1215.2,0,1
CUST01003,Discount-Sensitive,138,1,944.62,0,2
CUST01004,Dormant Customers,215,0,0.0,0,0
CUST01005,Loyal Customers,144,1,1329.67,0,0
CUST01006,Loyal Customers,4,1,404.58,0,0
CUST01007,At-Risk Customers,86,2,1237.64,0,1
CUST01008,Dormant Customers,269,0,0.0,0,0
CUST01009,Discount-Sensitive,41,1,334.39,0,1
CUST01010,Loyal Customers,22,1,531.29,0,0
CUST01011,Dormant Customers,365,0,0.0,0,0
CUST01012,Champions,30,2,1273.46,1,1
CUST01013,Dormant Customers,307,0,0.0,0,0
CUST01014,Dormant Customers,137,1,669.36,0,0
CUST01015,Loyal Customers,39,1,522.47,0,0
CUST01016,Loyal Customers,0,2,879.15,0,1
CUST01017,At-Risk Customers,133,2,1167.28,0,0
CUST01018,Loyal Customers,4,1,403.76,1,0
CUST01019,Dormant Customers,290,0,0.0,0,0
CUST01020,Dormant Customers,131,1,236.73,0,0
CUST01021,Champions,15,2,1013.42,1,1
CUST01022,Dormant Customers,252,0,0.0,0,0
CUST01023,Discount-Sensitive,204,0,0.0,0,1
CUST01024,Discount-Sensitive,20,1,370.39,0,2
CUST01025,Champions,29,2,2765.56,1,2
CUST01026,Discount-Sensitive,65,1,220.88,0,1
CUST01027,Champions,58,4,4029.95,1,2
CUST01028,Discount-Sensitive,173,1,2809.6,0,1
CUST01029,Dormant Customers,110,1,302.44,0,0
CUST01030,Champions,32,5,5590.34,0,0
CUST01031,Discount-Sensitive,174,1,439.44,0,1
CUST01032,Loyal Customers,11,1,624.38,0,0
CUST01033,High-Value but Unhappy,14,6,3749.69,2,0
CUST01034,Discount-Sensitive,100,1,777.18,0,1
CUST01035,Champions,5,4,1334.0,0,0
CUST01036,At-Risk Customers,141,3,3112.55,0,1
CUST01037,Discount-Sensitive,8,1,681.83,0,1
CUST01038,Champions,52,3,1370.19,1,1
CUST01039,Discount-Sensitive,129,1,544.8,0,1
CUST01040,Dormant Customers,130,1,594.23,0,0
CUST01041,Dormant Customers,164,1,149.0,0,0
CUST01042,Discount-Sensitive,0,1,610.96,0,1
CUST01043,Dormant Customers,74,1,464.25,0,0
CUST01044,Discount-Sensitive,84,1,2141.49,0,1
CUST01045,Dormant Customers,143,1,478.91,0,0
CUST01046,Loyal Customers,105,1,1032.89,0,0
CUST01047,Dormant Customers,149,1,389.07,0,0
CUST01048,Discount-Sensitive,128,1,616.59,0,2
CUST01049,Discount-Sensitive,144,1,345.2,0,1
CUST01050,Champions,5,2,1629.56,0,0
CUST01051,Dormant Customers,103,1,632.45,0,0
CUST01052,Discount-Sensitive,173,1,763.75,0,2
CUST01053,Loyal Customers,146,1,2124.84,0,0
CUST01054,Dormant Customers,176,1,523.99,0,0
CUST01055,Discount-Sensitive,206,0,0.0,0,1
CUST01056,Champions,64,3,2638.62,1,1
CUST01057,Loyal Customers,2,1,916.36,1,0
CUST01058,Dormant Customers,110,1,358.99,0,0
CUST01059,Discount-Sensitive,146,1,601.72,0,1
CUST01060,Champions,52,2,1762.54,1,0
CUST01061,Discount-Sensitive,2,1,375.42,0,3
CUST01062,Dormant Customers,294,0,0.0,0,0
CUST01063,Discount-Sensitive,20,1,259.22,1,1
CUST01064,Loyal Customers,6,2,898.36,0,3
CUST01065,Discount-Sensitive,3,1,621.74,0,1
